[67015-2035] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Honey (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67015-2036] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Beige (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67038-203] Bliss Block Star Sheer Liquid Daily Sunscreen SPF 50 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 20 g/100mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** Bliss Products Holdings LLC  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67877-656] Dexmethylphenidate Hydrochloride (Dexmethylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEXMETHYLPHENIDATE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212631)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-657] Dexmethylphenidate Hydrochloride (Dexmethylphenidate Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEXMETHYLPHENIDATE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212631)  **Pharmacologic class:** Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE]  **DEA schedule:** CII
[67877-658] Clobazam (Clobazam) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLOBAZAM  **Strength:** 2.5 mg/mL  **Dosage form:** Suspension  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213039)  **Pharmacologic class:** Benzodiazepine [EPC], Benzodiazepines [CS], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA]  **DEA schedule:** CIV
[67877-659] Methadone Hydrochloride (Methadone Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHADONE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA090635)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CII
[67877-660] Methadone Hydrochloride (Methadone Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHADONE HYDROCHLORIDE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA090635)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CII
[67877-664] Clobazam (Clobazam) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLOBAZAM  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212714)  **Pharmacologic class:** Benzodiazepine [EPC], Benzodiazepines [CS], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA]  **DEA schedule:** CIV
[67877-665] Clobazam (Clobazam) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLOBAZAM  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212714)  **Pharmacologic class:** Benzodiazepine [EPC], Benzodiazepines [CS], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA]  **DEA schedule:** CIV
[67877-666] Clobazam (Clobazam) -- **Product type:** Human Prescription Drug  **Active ingredient:** CLOBAZAM  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212714)  **Pharmacologic class:** Benzodiazepine [EPC], Benzodiazepines [CS], Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA]  **DEA schedule:** CIV
[67877-668] Febuxostat (Febuxostat) -- **Product type:** Human Prescription Drug  **Active ingredient:** FEBUXOSTAT  **Strength:** 40 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212924)  **Pharmacologic class:** Xanthine Oxidase Inhibitor [EPC], Xanthine Oxidase Inhibitors [MoA]
[67877-669] Febuxostat (Febuxostat) -- **Product type:** Human Prescription Drug  **Active ingredient:** FEBUXOSTAT  **Strength:** 80 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212924)  **Pharmacologic class:** Xanthine Oxidase Inhibitor [EPC], Xanthine Oxidase Inhibitors [MoA]
[67877-670] MORPHINE SULFATE (MORPHINE SULFATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** MORPHINE SULFATE  **Strength:** 15 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212451)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CII
[67877-671] MORPHINE SULFATE (MORPHINE SULFATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** MORPHINE SULFATE  **Strength:** 30 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212451)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CII
[67877-673] Rufinamide (Rufinamide) -- **Product type:** Human Prescription Drug  **Active ingredient:** RUFINAMIDE  **Strength:** 40 mg/mL  **Dosage form:** Suspension  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213410)
[67877-674] VIGABATRIN (VIGABATRIN) -- **Product type:** Human Prescription Drug  **Active ingredient:** VIGABATRIN  **Strength:** 50 mg/mL  **Dosage form:** Powder, For Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213375)  **Pharmacologic class:** Anti-epileptic Agent [EPC]
[67877-675] Deferasirox oral (Deferasirox oral) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 90 mg/1  **Dosage form:** Granule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213374)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-676] Deferasirox oral (Deferasirox oral) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 180 mg/1  **Dosage form:** Granule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213374)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-677] Deferasirox oral (Deferasirox oral) -- **Product type:** Human Prescription Drug  **Active ingredient:** DEFERASIROX  **Strength:** 360 mg/1  **Dosage form:** Granule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213374)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 3A4 Inducers [MoA], Iron Chelating Activity [MoA], Iron Chelator [EPC]
[67877-678] Tobramycin (Tobramycin) -- **Product type:** Human Prescription Drug  **Active ingredient:** TOBRAMYCIN  **Strength:** 300 mg/5mL  **Dosage form:** Solution  **Route:** Respiratory (Inhalation)  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212848)  **Pharmacologic class:** Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]
[67877-696] Chlorthalidone (Chlorthalidone) -- **Product type:** Human Prescription Drug  **Active ingredient:** CHLORTHALIDONE  **Strength:** 25 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213412)  **Pharmacologic class:** Increased Diuresis [PE], Thiazide-like Diuretic [EPC]
[67877-697] Chlorthalidone (Chlorthalidone) -- **Product type:** Human Prescription Drug  **Active ingredient:** CHLORTHALIDONE  **Strength:** 50 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213412)  **Pharmacologic class:** Increased Diuresis [PE], Thiazide-like Diuretic [EPC]
[67877-704] Droxidopa (Droxidopa) -- **Product type:** Human Prescription Drug  **Active ingredient:** DROXIDOPA  **Strength:** 100 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213911)  **Pharmacologic class:** Catecholamines [CS], Increased Blood Pressure [PE]
[67877-705] Droxidopa (Droxidopa) -- **Product type:** Human Prescription Drug  **Active ingredient:** DROXIDOPA  **Strength:** 200 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213911)  **Pharmacologic class:** Catecholamines [CS], Increased Blood Pressure [PE]
[67877-706] Droxidopa (Droxidopa) -- **Product type:** Human Prescription Drug  **Active ingredient:** DROXIDOPA  **Strength:** 300 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213911)  **Pharmacologic class:** Catecholamines [CS], Increased Blood Pressure [PE]
[67877-707] Sacubitril and Valsartan (Sacubitril and Valsartan) -- **Product type:** Human Prescription Drug  **Active ingredient:** SACUBITRIL; VALSARTAN  **Strength:** 24; 26 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213764)  **Pharmacologic class:** Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]
[67877-708] Sacubitril and Valsartan (Sacubitril and Valsartan) -- **Product type:** Human Prescription Drug  **Active ingredient:** SACUBITRIL; VALSARTAN  **Strength:** 49; 51 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213764)  **Pharmacologic class:** Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]
[67877-709] Sacubitril and Valsartan (Sacubitril and Valsartan) -- **Product type:** Human Prescription Drug  **Active ingredient:** SACUBITRIL; VALSARTAN  **Strength:** 97; 103 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213764)  **Pharmacologic class:** Angiotensin 2 Receptor Antagonists [MoA], Angiotensin 2 Receptor Blocker [EPC], Neprilysin Inhibitor [EPC], Neprilysin Inhibitors [MoA]
[67877-712] Enalapril Maleate Oral Solution (Enalapril Maleate Oral Solution) -- **Product type:** Human Prescription Drug  **Active ingredient:** ENALAPRIL MALEATE  **Strength:** 1 mg/mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213714)  **Pharmacologic class:** Angiotensin Converting Enzyme Inhibitor [EPC], Angiotensin-converting Enzyme Inhibitors [MoA], Decreased Blood Pressure [PE]
[67877-717] Mesalamine (Mesalamine) -- **Product type:** Human Prescription Drug  **Active ingredient:** MESALAMINE  **Strength:** .375 g/1  **Dosage form:** Capsule, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214242)  **Pharmacologic class:** Aminosalicylate [EPC], Aminosalicylic Acids [CS]
[67877-718] Everolimus (Everolimus) -- **Product type:** Human Prescription Drug  **Active ingredient:** EVEROLIMUS  **Strength:** .25 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214138)  **Pharmacologic class:** Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Decreased Immunologic Activity [PE], Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA], mTOR Inhibitor Immunosuppressant [EPC], mTOR Inhibitors [MoA]
[67877-719] Everolimus (Everolimus) -- **Product type:** Human Prescription Drug  **Active ingredient:** EVEROLIMUS  **Strength:** .5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214138)  **Pharmacologic class:** Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Decreased Immunologic Activity [PE], Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA], mTOR Inhibitor Immunosuppressant [EPC], mTOR Inhibitors [MoA]
[67877-720] Everolimus (Everolimus) -- **Product type:** Human Prescription Drug  **Active ingredient:** EVEROLIMUS  **Strength:** .75 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214138)  **Pharmacologic class:** Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Decreased Immunologic Activity [PE], Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA], mTOR Inhibitor Immunosuppressant [EPC], mTOR Inhibitors [MoA]
[67877-721] Everolimus (Everolimus) -- **Product type:** Human Prescription Drug  **Active ingredient:** EVEROLIMUS  **Strength:** 1 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214138)  **Pharmacologic class:** Cytochrome P450 2D6 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Decreased Immunologic Activity [PE], Kinase Inhibitor [EPC], Protein Kinase Inhibitors [MoA], mTOR Inhibitor Immunosuppressant [EPC], mTOR Inhibitors [MoA]
[67877-725] Sodium Sulfate, Potassium Sulfate and Magnesium Sulfate (Sodium Sulfate, Potassium Sulfate and Magnesium Sulfate) -- **Product type:** Human Prescription Drug  **Active ingredient:** MAGNESIUM SULFATE, UNSPECIFIED FORM; POTASSIUM SULFATE; SODIUM SULFATE  **Strength:** 1.6; 3.13; 17.5 g/177mL; g/177mL; g/177mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA213924)  **Pharmacologic class:** Calculi Dissolution Agent [EPC], Increased Large Intestinal Motility [PE], Increased Large Intestinal Motility [PE], Increased Large Intestinal Motility [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Inhibition Large Intestine Fluid/Electrolyte Absorption [PE], Inhibition Small Intestine Fluid/Electrolyte Absorption [PE], Magnesium Ion Exchange Activity [MoA], Osmotic Activity [MoA], Osmotic Activity [MoA], Osmotic Activity [MoA], Osmotic Laxative [EPC], Osmotic Laxative [EPC], Osmotic Laxative [EPC], Potassium Compounds [CS], Potassium Salt [EPC], Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]
[67877-726] Venlafaxine (Venlafaxine) -- **Product type:** Human Prescription Drug  **Active ingredient:** VENLAFAXINE HYDROCHLORIDE  **Strength:** 37.5 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214127)  **Pharmacologic class:** Norepinephrine Uptake Inhibitors [MoA], Serotonin Uptake Inhibitors [MoA], Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
[67877-727] Venlafaxine (Venlafaxine) -- **Product type:** Human Prescription Drug  **Active ingredient:** VENLAFAXINE HYDROCHLORIDE  **Strength:** 75 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214127)  **Pharmacologic class:** Norepinephrine Uptake Inhibitors [MoA], Serotonin Uptake Inhibitors [MoA], Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
[67877-728] Venlafaxine (Venlafaxine) -- **Product type:** Human Prescription Drug  **Active ingredient:** VENLAFAXINE HYDROCHLORIDE  **Strength:** 150 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214127)  **Pharmacologic class:** Norepinephrine Uptake Inhibitors [MoA], Serotonin Uptake Inhibitors [MoA], Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
[67877-729] Venlafaxine (Venlafaxine) -- **Product type:** Human Prescription Drug  **Active ingredient:** VENLAFAXINE HYDROCHLORIDE  **Strength:** 225 mg/1  **Dosage form:** Tablet, Extended Release  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214127)  **Pharmacologic class:** Norepinephrine Uptake Inhibitors [MoA], Serotonin Uptake Inhibitors [MoA], Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
[67877-730] Roflumilast (Roflumilast) -- **Product type:** Human Prescription Drug  **Active ingredient:** ROFLUMILAST  **Strength:** 250 ug/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA212490)  **Pharmacologic class:** Phosphodiesterase 4 Inhibitor [EPC], Phosphodiesterase 4 Inhibitors [MoA]
[67877-731] Chlordiazepoxide Hydrochloride and Clidinium Bromide (Chlordiazepoxide Hydrochloride and Clidinium Bromide) -- **Product type:** Human Prescription Drug  **Active ingredient:** CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE  **Strength:** 5; 2.5 mg/1; mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214065)  **Pharmacologic class:** Anticholinergic [EPC], Benzodiazepine [EPC], Benzodiazepines [CS], Cholinergic Antagonists [MoA], Decreased Parasympathetic Acetylcholine Activity [PE], Digestive/GI System Activity Alteration [PE], GI Motility Alteration [PE]  **DEA schedule:** CIV
[67877-732] Lacosamide Oral Solution (Lacosamide Oral Solution) -- **Product type:** Human Prescription Drug  **Active ingredient:** LACOSAMIDE  **Strength:** 10 mg/mL  **Dosage form:** Solution  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214672)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]  **DEA schedule:** CV
[67877-733] Lacosamide (Lacosamide) -- **Product type:** Human Prescription Drug  **Active ingredient:** LACOSAMIDE  **Strength:** 50 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214695)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]  **DEA schedule:** CV
[67877-734] Lacosamide (Lacosamide) -- **Product type:** Human Prescription Drug  **Active ingredient:** LACOSAMIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214695)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]  **DEA schedule:** CV
[67877-735] Lacosamide (Lacosamide) -- **Product type:** Human Prescription Drug  **Active ingredient:** LACOSAMIDE  **Strength:** 150 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214695)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]  **DEA schedule:** CV
[67877-736] Lacosamide (Lacosamide) -- **Product type:** Human Prescription Drug  **Active ingredient:** LACOSAMIDE  **Strength:** 200 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Ascend Laboratories, LLC  **Marketing category:** ANDA (ANDA214695)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]  **DEA schedule:** CV
